Reviews,full_text,clean_text
Perfect best in range.But can't use it more than two hours at a time ears start paining a bit.Single led light with 3 colours which shows the battery status of the caseOpen the case and get connected in seconds very fast pairing.,Perfect best in range.But can't use it more than two hours at a time ears start paining a bit.Single led light with 3 colours which shows the battery status of the caseOpen the case and get connected in seconds very fast pairing.,perfect good range not use two hour time ear start pain bit single lead light colour show battery status caseopen case get connect second fast pair
The sound quality of the product is amazing but there is a cracking sound at high volume which is present even after I got a unit of airdopes replaced! The volume is not that high I felt you will have to push it to the threshold above 80% almost all the time! It's a good product but with some flaws! Got it in the same for 2k!,The sound quality of the product is amazing but there is a cracking sound at high volume which is present even after I got a unit of airdopes replaced! The volume is not that high I felt you will have to push it to the threshold above 80% almost all the time! It's a good product but with some flaws! Got it in the same for 2k!,sound quality product amazing crack sound high volume present even I get unit airdope replace volume not high I feel push threshold almost time good product flaw get k
"Well I'm a runner, and I'm using them for a while. So I can tell you that ;1) It's Waterproof, no doubt at all. I tested them while running in the rain.2) It fits in you ear perfectly.3) it's got a good bass and sound.4) Go for it without any hesitation","Well I'm a runner, and I'm using them for a while. So I can tell you that ;1) It's Waterproof, no doubt at all. I tested them while running in the rain.2) It fits in you ear perfectly.3) it's got a good bass and sound.4) Go for it without any hesitation",well I runner I use I tell waterproof no doubt I test run rain fit ear perfectly get good bass sound go without hesitation
"Bluetooth - Faltu. Both earbuds work in mono mode only. Whatever you do, reset infinite times, either the earbuds are not pairing with each other or do not show in bluetooth devices.It doesn't have good sound quality. Where is the base A-man?","Bluetooth - Faltu. Both earbuds work in mono mode only. Whatever you do, reset infinite times, either the earbuds are not pairing with each other or do not show in bluetooth devices.It doesn't have good sound quality. Where is the base A-man?",bluetooth faltu earbud work mono mode whatever reset infinite time either earbud not pair not show bluetooth devices not good sound quality base man
First  I ordered the same model but I had a defect in sound quality . I was nit satisfied with sound performances . So I placed a replacement . Within two days I got replacement . Thqnk u so much for replacements and quick delievery . The new product was very good and I am very satisfied with Amazon for quick initiatives .,First  I ordered the same model but I had a defect in sound quality . I was nit satisfied with sound performances . So I placed a replacement . Within two days I got replacement . Thqnk u so much for replacements and quick delievery . The new product was very good and I am very satisfied with Amazon for quick initiatives .,first I order model I defect sound quality I nit satisfied sound performance I place replacement within two day I get replacement thqnk u much replacement quick delievery new product good I satisfied amazon quick initiative
IPX7 theek hai eska .Bass over hai ..noise cancelation naam ki to koi cheej nahi hai.Slow charging.Sounds quality rate ki hisaab se kam hai ..Mujhe yah 26 January ki sale m mila hai.Esko maine 1699 ka liya hai .1500 se upar lena bekaar hai esko.,IPX7 theek hai eska .Bass over hai ..noise cancelation naam ki to koi cheej nahi hai.Slow charging.Sounds quality rate ki hisaab se kam hai ..Mujhe yah 26 January ki sale m mila hai.Esko maine 1699 ka liya hai .1500 se upar lena bekaar hai esko.,ipx theek hai eska bass hai noise cancelation naam ki koi cheej nahi hai slow charging sound quality rate ki hisaab se kam hai mujhe yah january ki sale mila hai esko maine ka liya hai se upar lena bekaar hai esko
Sound quality above averageNo noise cancellationA bit painful to my right earlobes and left earlobes fits with the  airdopesTouch sensor above averageBattery capacity as promisedWhat I liked the most was charging pod for its size and design 👌,Sound quality above averageNo noise cancellationA bit painful to my right earlobes and left earlobes fits with the  airdopesTouch sensor above averageBattery capacity as promisedWhat I liked the most was charging pod for its size and design 👌,sound quality averageno noise cancellationa bit painful right earlobe leave earlobe fit airdopestouch sensor averagebattery capacity promisedwhat I like charge pod size design
After using for 3 months I am writing this review.battery back is now for 5 -7 mins and voice calling is dead.decide yourself wisely.not worth a penny.fraud company.I don't even want to talk to these people .Horrible experienceI request every indian who is rich or not rich doesn't matter ...but please don't buy this product it is worst than any other can could not  imagine.....plz I beg to your legs don't buy this stuff.....plz Boycott this. .....its a request.,After using for 3 months I am writing this review.battery back is now for 5 -7 mins and voice calling is dead.decide yourself wisely.not worth a penny.fraud company.I don't even want to talk to these people .Horrible experienceI request every indian who is rich or not rich doesn't matter ...but please don't buy this product it is worst than any other can could not  imagine.....plz I beg to your legs don't buy this stuff.....plz Boycott this. .....its a request.,use month I write review battery back min voice calling dead decide wisely not worth penny fraud company not even want talk people horrible experiencei request every indian rich not rich not matter please not buy product bad could not imagine plz I beg leg not buy stuff plz boycott request
Uncomfortable to wear.Poor sound quality.Capacitive touch is not convenient to use.LED lights are very annoying.Bluetooth connectivity is not reliable. Disconnects often.Overall verdict: Very poor. I would never recommend.,Uncomfortable to wear.Poor sound quality.Capacitive touch is not convenient to use.LED lights are very annoying.Bluetooth connectivity is not reliable. Disconnects often.Overall verdict: Very poor. I would never recommend.,uncomfortable wear poor sound quality capacitive touch not convenient use led light annoying bluetooth connectivity not reliable disconnect often overall verdict poor I would never recommend
"Very nice gadget.. the problem I felt is if we used both pieces, the out side sounds completely out.. it's not a bad remark. But the normal head phone allow the sounds from outside..Good battery backupEasy connectionRecently I noticed that while travelling the calls are not clear to other end. I am very disappointed ☹️","Very nice gadget.. the problem I felt is if we used both pieces, the out side sounds completely out.. it's not a bad remark. But the normal head phone allow the sounds from outside..Good battery backupEasy connectionRecently I noticed that while travelling the calls are not clear to other end. I am very disappointed ☹️",nice gadget problem I feel use piece side sound completely not bad remark normal head phone allow sound outside good battery backupeasy connectionrecently I notice travel call not clear end I disappointed
This is nice product under this price rangeThe bass and sound quality is really good and appreciate the work from boatBattery back up is good as wellThe only thing boat can improve or additionally provide is the extra pair of earbuds of different sizesOn the whole this is a good airdopes to go for,This is nice product under this price rangeThe bass and sound quality is really good and appreciate the work from boatBattery back up is good as wellThe only thing boat can improve or additionally provide is the extra pair of earbuds of different sizesOn the whole this is a good airdopes to go for,nice product price rangethe bass sound quality really good appreciate work boatbattery back good wellthe thing boat improve additionally provide extra pair earbud different sizeson whole good airdope go
"I bought this not more than a month back , within this time period I am facing few issues like bluetooth connectivity etc. I tried to reboot and then that issue will appear again within few days . I claimed then my warranty claim .As per my experience , sound quality wise there is no complaint ,but if user face issue within 1 month of purchase then definitely it's not a right choice .Please don't go for it. Reaming in your hand .","I bought this not more than a month back , within this time period I am facing few issues like bluetooth connectivity etc. I tried to reboot and then that issue will appear again within few days . I claimed then my warranty claim .As per my experience , sound quality wise there is no complaint ,but if user face issue within 1 month of purchase then definitely it's not a right choice .Please don't go for it. Reaming in your hand .",I buy not month back within time period I face issue like bluetooth connectivity etc I try reboot issue appear within day I claim warranty claim per experience sound quality wise no complaint user face issue within month purchase definitely not right choice please not go ream hand
"The media could not be loaded.
                



 Very good product from the boat. Awesome bass quality. Noise cancellation is also ok, but you can't use a tws for calling because of the distance between the mouth and the mic. But I would say the calling quality is average, not so good. Other than this, boat airdopes tws is an excellent product. Go for it.","The media could not be loaded.
                



 Very good product from the boat. Awesome bass quality. Noise cancellation is also ok, but you can't use a tws for calling because of the distance between the mouth and the mic. But I would say the calling quality is average, not so good. Other than this, boat airdopes tws is an excellent product. Go for it.",medium could not load good product boat awesome bass quality noise cancellation also ok not use tws call distance mouth mic I would say call quality average not good boat airdope tws excellent product go
"Though i purchased based on good reviews, it has stopped charging for one of the pods in 1 month itself which is not good. I tried to charge it with various ways but it just does not work. :( This is not expected when you are spending good amount of around 2k even when there was boat product with 1200 Rs also available. I went for higher version in the hope that it will be much better but unfortunately the product experience was quite disappointing. :(","Though i purchased based on good reviews, it has stopped charging for one of the pods in 1 month itself which is not good. I tried to charge it with various ways but it just does not work. :( This is not expected when you are spending good amount of around 2k even when there was boat product with 1200 Rs also available. I went for higher version in the hope that it will be much better but unfortunately the product experience was quite disappointing. :(",though I purchase base good review stop charge one pod month not good I try charge various way not work not expect spend good amount around k even boat product rs also available I go high version hope much well unfortunately product experience quite disappointing
"product quality is goodbut don't buy itif u r using it for phone calls, meetings then this is not the right choiceand this can drop down easilyafter some days battery will not stay more than one hourit's waste of money","product quality is goodbut don't buy itif u r using it for phone calls, meetings then this is not the right choiceand this can drop down easilyafter some days battery will not stay more than one hourit's waste of money",product quality goodbut not buy itif u r use phone call meeting not right choiceand drop easilyafter day battery not stay one hourit waste money
"I honestly had a lot of hopes from these airdopes as these were the best tws under 2000 bucks that were suggested in a lot of websites. And i must say, they are literally above my expectations!!! The sound quality is awesome, the bass is very very very good, the colour is perfect, the microphone is neither great nor bad! Overall the product is awesome !!","I honestly had a lot of hopes from these airdopes as these were the best tws under 2000 bucks that were suggested in a lot of websites. And i must say, they are literally above my expectations!!! The sound quality is awesome, the bass is very very very good, the colour is perfect, the microphone is neither great nor bad! Overall the product is awesome !!",I honestly lot hope airdope good tws buck suggest lot website I must say literally expectation sound quality awesome bass good colour perfect microphone neither great bad overall product awesome
"The unit which I received was defective so had to replace it which took 20 day for replacement (replacement pickup & drop was done by bolt which was awesome), the bass is awesome& sound quality is good  but u will experience latency quit often......from the price point it's good.","The unit which I received was defective so had to replace it which took 20 day for replacement (replacement pickup & drop was done by bolt which was awesome), the bass is awesome& sound quality is good  but u will experience latency quit often......from the price point it's good.",unit I receive defective replace take day replacement replacement pickup drop bolt awesome bass awesome sound quality good u experience latency quit often price point good
The quality and performance is much beyond my expectations. Feeling so happy that i went for this product and also  another matter of pride is that its Made in India.,The quality and performance is much beyond my expectations. Feeling so happy that i went for this product and also  another matter of pride is that its Made in India.,quality performance much beyond expectation feel happy I go product also another matter pride make india
Sound quality is really poor.. if you have budget go for airpods else I have heard OnePlus/Jabra/JBL are good... Please don't waste money here.,Sound quality is really poor.. if you have budget go for airpods else I have heard OnePlus/Jabra/JBL are good... Please don't waste money here.,sound quality really poor budget go airpod else I hear oneplusjabrajbl good please not waste money
The Airdopes are a little heavy but you will get a hang of it after wearing it for a day or two. The sound quality is good and the mic also works nicely. Here are my ratings:Design: 5/5Ergonomics: 4/5Sound Quality: 3.5/5Mic Quality: 4.5/5Battery back-up: 5/5Pros:Small sizeNice builtBattery backupWaterproofPriceCons:It should have been a little lighterVerdict:If you're getting this for 2499 go for it probably the best one under 3000 price range,The Airdopes are a little heavy but you will get a hang of it after wearing it for a day or two. The sound quality is good and the mic also works nicely. Here are my ratings:Design: 5/5Ergonomics: 4/5Sound Quality: 3.5/5Mic Quality: 4.5/5Battery back-up: 5/5Pros:Small sizeNice builtBattery backupWaterproofPriceCons:It should have been a little lighterVerdict:If you're getting this for 2499 go for it probably the best one under 3000 price range,airdope little heavy get hang wear day two sound quality good mic also work nicely ratingsdesign ergonomics sound quality mic quality battery back prossmall sizenice builtbattery backupwaterproofpriceconsit little lighterverdictif get go probably good one price range
Got mine delivered today. The packaging was excellent.I'm not an expert in these areas but the bass sound is low which is what i preferred. Also its stays in your and doesn't drop off even when you're jumping since i go for jog and do jump rope i really needed an earbud with good support. So I'm very pleased with the purchase. 9/10 would definitely recommend others (1 point deducted because the design is quite simple and not many color ranges),Got mine delivered today. The packaging was excellent.I'm not an expert in these areas but the bass sound is low which is what i preferred. Also its stays in your and doesn't drop off even when you're jumping since i go for jog and do jump rope i really needed an earbud with good support. So I'm very pleased with the purchase. 9/10 would definitely recommend others (1 point deducted because the design is quite simple and not many color ranges),got mine deliver today packaging excellent im not expert area bass sound low I prefer also stay not drop even jump since I go jog jump rope I really need earbud good support I pleased purchase would definitely recommend point deduct design quite simple not many color range
"The sound quality is just superb! You can feel the power of the bass and the noise cancellation is awesome. The fins provided on the airdopes help them to stay in your ear intact. You can Run, Jump or Shake your head extremely fast without worrying about the airdopes dropping.STOP THINKING AND JUST GO FOR IT!!","The sound quality is just superb! You can feel the power of the bass and the noise cancellation is awesome. The fins provided on the airdopes help them to stay in your ear intact. You can Run, Jump or Shake your head extremely fast without worrying about the airdopes dropping.STOP THINKING AND JUST GO FOR IT!!",sound quality superb feel power bass noise cancellation awesome fin provide airdope help stay ear intact run jump shake head extremely fast without worry airdope dropping stop think go
Is it showing 5999 and offers at 1999 don’t yet fooled it’s not worth of 5999 MRP. Just fooling all to show 4000 discount .It drips from ear frequently u have to be alert if not u don’t know where u will lose it. Better buy One plus or real me buds by paying 1000 to 2000 extra,Is it showing 5999 and offers at 1999 don’t yet fooled it’s not worth of 5999 MRP. Just fooling all to show 4000 discount .It drips from ear frequently u have to be alert if not u don’t know where u will lose it. Better buy One plus or real me buds by paying 1000 to 2000 extra,show offer not yet fool not worth mrp fool show discount drip ear frequently u alert not u not know u lose well buy one plus real I bud pay extra
"I have used boat head phones before using this one with 10mm driver gives very good music quality and the bass is perfect and its drivers are 6mm and audio qualitybelow average and bass and trouble is good in this And now let's talk about bassThe bass of boat 441 is also averageEverything the rest of the company claims is true Boat 441 The case is of a very standard style and feels very good when taken in hand, its connectivity is very good and fast and you can enjoy music movies continuously in your ears for about 5 to 6 hours.","I have used boat head phones before using this one with 10mm driver gives very good music quality and the bass is perfect and its drivers are 6mm and audio qualitybelow average and bass and trouble is good in this And now let's talk about bassThe bass of boat 441 is also averageEverything the rest of the company claims is true Boat 441 The case is of a very standard style and feels very good when taken in hand, its connectivity is very good and fast and you can enjoy music movies continuously in your ears for about 5 to 6 hours.",I use boat head phone use one mm driver give good music quality bass perfect driver mm audio qualitybelow average bass trouble good let us talk bassthe bass boat also averageeverythe rest company claim true boat case standard style feel good take hand connectivity good fast enjoy music movie continuously ear hour
It's a very amazing product..the system quality and sound quality is Awesome. i purchase any product with lot of discussion and reviewing about the product .and I take right decision to buy the product.the company boat launch such beautiful and best product to there customer..I'm very happy  what the product I received ...u can gift any of ur family members or frnds it will very nic and Dy feel  happy on this kind of products.thank u for the company boat and Amazon 😍😍😍.,It's a very amazing product..the system quality and sound quality is Awesome. i purchase any product with lot of discussion and reviewing about the product .and I take right decision to buy the product.the company boat launch such beautiful and best product to there customer..I'm very happy  what the product I received ...u can gift any of ur family members or frnds it will very nic and Dy feel  happy on this kind of products.thank u for the company boat and Amazon 😍😍😍.,amazing product system quality sound quality awesome I purchase product lot discussion review product I take right decision buy product company boat launch beautiful good product customer im happy product I receive u gift ur family member frnd nic dy feel happy kind products thank u company boat amazon
"For this price range bass, battery capacity, design looks good. But when pairing and while playing there’s a buzz sound, which is so irritating. Besides the buzz sound.. it’s fantastic. A music lover like me cannot withstand that buzz while listening to music","For this price range bass, battery capacity, design looks good. But when pairing and while playing there’s a buzz sound, which is so irritating. Besides the buzz sound.. it’s fantastic. A music lover like me cannot withstand that buzz while listening to music",price range bass battery capacity design look good pair play buzz sound irritate besides buzz sound fantastic music lover like I not withstand buzz listen music
"Pros:-Really classy design- Fits properly. Doesn't cause issue while running.-Sound quality doesn't hamper on full volume-Great for this price rangeCons- Sound quality and bass was quite a disappointment(I am using apple wired earphone, boat does not come any closer to it. Though again me comparing boat to Apple is stupidity)- Ear sensors quite sensitive. Even if i touch to adjust a bit it gets paused. May b il hav to get hang of it- In second use one of it stopped working..I had to put it back in case and retry. Makes me worried about future ;)","Pros:-Really classy design- Fits properly. Doesn't cause issue while running.-Sound quality doesn't hamper on full volume-Great for this price rangeCons- Sound quality and bass was quite a disappointment(I am using apple wired earphone, boat does not come any closer to it. Though again me comparing boat to Apple is stupidity)- Ear sensors quite sensitive. Even if i touch to adjust a bit it gets paused. May b il hav to get hang of it- In second use one of it stopped working..I had to put it back in case and retry. Makes me worried about future ;)",pro really classy design fit properly not cause issue running sound quality not hamper full volume great price rangecons sound quality bass quite disappointmenti use apple wire earphone boat not come close though I compare boat apple stupidity ear sensor quite sensitive even I touch adjust bit get pause may b il hav get hang second use one stop work I put back case retry make I worried future
The best thing of this product is that it is very handy and convenient no much bother about Tangled wires.as my little baby doesn't let me talk over phone and he just grabs any kind of wire around me.😛liked it very much though its back up is not that great.,The best thing of this product is that it is very handy and convenient no much bother about Tangled wires.as my little baby doesn't let me talk over phone and he just grabs any kind of wire around me.😛liked it very much though its back up is not that great.,good thing product handy convenient no much bother tangle wires little baby not let I talk phone grab kind wire around like much though back not great
Best of best bass ... Its like i was searching for this sound from last 10yrs..bought many bluetooth headphone which includea jbl as well. But sound of this is just awesome. My search ends here.. thanks boat u created this marvel device.. super valur for money..dont think jus buy before stock ends.,Best of best bass ... Its like i was searching for this sound from last 10yrs..bought many bluetooth headphone which includea jbl as well. But sound of this is just awesome. My search ends here.. thanks boat u created this marvel device.. super valur for money..dont think jus buy before stock ends.,good good bass like I search sound last yr buy many bluetooth headphone includea jbl well sound awesome search end thank boat u create marvel device super valur money dont think jus buy stock end
Am writing this review after using these buds for 1 week. Theses are very good comfortable for short term use but as u waer these for long time it became little uncomfortable. Another problem it is difficult use then on field work. It is very difficult to use them under helmet and on bike mic sound is very poor for listen. Overall it is ok to use for entertainment not for professional work.,Am writing this review after using these buds for 1 week. Theses are very good comfortable for short term use but as u waer these for long time it became little uncomfortable. Another problem it is difficult use then on field work. It is very difficult to use them under helmet and on bike mic sound is very poor for listen. Overall it is ok to use for entertainment not for professional work.,write review use bud week good comfortable short term use u waer long time become little uncomfortable another problem difficult use field work difficult use helmet bike mic sound poor listen overall ok use entertainment not professional work
Pros : sound quality is good (for music)Fitting is goodBattery backup is goodBass is on point not too heavy not too lightCons: case is huge to carry in pocket3/10 time you will face connectivity issueCalling quality is not too nice on receivers endIt catches too much background noisePoor quality of eartips,Pros : sound quality is good (for music)Fitting is goodBattery backup is goodBass is on point not too heavy not too lightCons: case is huge to carry in pocket3/10 time you will face connectivity issueCalling quality is not too nice on receivers endIt catches too much background noisePoor quality of eartips,pro sound quality good musicfitting goodbattery backup goodbass point not heavy not lightcon case huge carry pocket time face connectivity issuecalling quality not nice receiver endit catch much background noisepoor quality eartip
"Sound & bass quality is so good while listening to songs but the same sucks while in a call or a meeting. Could hear lot of disturbances during that. Bluetooth sync works fine 4/5 times. Overall, if you're searching earbuds for music listening purposes, this is the one to go.","Sound & bass quality is so good while listening to songs but the same sucks while in a call or a meeting. Could hear lot of disturbances during that. Bluetooth sync works fine 4/5 times. Overall, if you're searching earbuds for music listening purposes, this is the one to go.",sound bass quality good listen song suck call meeting could hear lot disturbance bluetooth sync work fine time overall search earbud music listening purpose one go
Sound is good..more on bass side.. so I have to turned down bass from my Dolby amp of OnePlus. Worked nice for first 1 month . But now facing connectivity issues.  If I will not use headphones for few days and then will try to open case it don't connect your headphones.. u need to put charging cable to jump start the case and then it get connect. Also after 1 hr it feel painful in year .,Sound is good..more on bass side.. so I have to turned down bass from my Dolby amp of OnePlus. Worked nice for first 1 month . But now facing connectivity issues.  If I will not use headphones for few days and then will try to open case it don't connect your headphones.. u need to put charging cable to jump start the case and then it get connect. Also after 1 hr it feel painful in year .,sound good bass side I turn bass dolby amp oneplus work nice first month face connectivity issue I not use headphone day try open case not connect headphone u need put charge cable jump start case get connect also hr feel painful year
"The media could not be loaded.
                



 Noise cancelation is good, good sound quality, good bass, 100% is extreame, only problem is the light wont work at the same time only at a time one side of the earbud ill glow i tried factory reset and it doesn't work no other problems, 3-4hours charging in earbud about 4+hours lifeThe case is getting heat while chargingMy headset is blinking blue colour in a sertain intervalAt first it didn't blink now it blinks i don't know whyThe timing of light in buds is blinking in different time","The media could not be loaded.
                



 Noise cancelation is good, good sound quality, good bass, 100% is extreame, only problem is the light wont work at the same time only at a time one side of the earbud ill glow i tried factory reset and it doesn't work no other problems, 3-4hours charging in earbud about 4+hours lifeThe case is getting heat while chargingMy headset is blinking blue colour in a sertain intervalAt first it didn't blink now it blinks i don't know whyThe timing of light in buds is blinking in different time",medium could not load noise cancelation good good sound quality good bass extreame problem light not work time time one side earbud ill glow I try factory reset not work no problem hour charge earbud hours lifethe case get heat chargingmy headset blink blue colour sertain intervalat first not blink blink I not know whythe timing light bud blink different time
Pros.1. Battery life is very good.2. Sound quality is good.3. Bass is also good according to its price.4. Type c fast charging.5. Single earbud can be used individuallyCons.1. Calling quality is poor.2. Poor noise cancellation.,Pros.1. Battery life is very good.2. Sound quality is good.3. Bass is also good according to its price.4. Type c fast charging.5. Single earbud can be used individuallyCons.1. Calling quality is poor.2. Poor noise cancellation.,pros battery life good sound quality good bass also good accord price type c fast charging single earbud use individuallycons call quality poor poor noise cancellation
The sound is good. But the left earpod continuously drops. The left earpod crackles first and then in seconds both the left and right ear pods stops working and then only right ear pod starts working. It took me few days for using it so I missed the 7 days return period. Now I came to know from several other reviews in other websites that lot of peoples are facing this issue. So I suggest not to go for this.,The sound is good. But the left earpod continuously drops. The left earpod crackles first and then in seconds both the left and right ear pods stops working and then only right ear pod starts working. It took me few days for using it so I missed the 7 days return period. Now I came to know from several other reviews in other websites that lot of peoples are facing this issue. So I suggest not to go for this.,sound good left earpod continuously drop left earpod crackle first second left right ear pod stop work right ear pod start work take I day use I miss day return period I come know several review website lot people face issue I suggest not go
"The quality and looks are good. Bass, sound quality are meeting the standards considering brand as Boat. However, its not that good while talking on mobile phone. They also dont go well with whats up video or audio call. The second reason i bought these was so that i could easily talk on phone while doing some other work. But the connectivity is bad on calls. Overall good service by Amazon.","The quality and looks are good. Bass, sound quality are meeting the standards considering brand as Boat. However, its not that good while talking on mobile phone. They also dont go well with whats up video or audio call. The second reason i bought these was so that i could easily talk on phone while doing some other work. But the connectivity is bad on calls. Overall good service by Amazon.",quality look good bass sound quality meet standard consider brand boat however not good talk mobile phone also not go well video audio call second reason I buy I could easily talk phone work connectivity bad call overall good service amazon
"Have requested for replacement, as I am posting this review, but most likely I will return and take refund.It has good fit and ergonomics, but that's all there is.It's decent for listening music, but the connectivity goes off intermittently for fraction of a second every now and then.But when you are receiving calls, the person on the other side is not able to hear you.You need to shout so that other caller can listen and that's not acceptable.","Have requested for replacement, as I am posting this review, but most likely I will return and take refund.It has good fit and ergonomics, but that's all there is.It's decent for listening music, but the connectivity goes off intermittently for fraction of a second every now and then.But when you are receiving calls, the person on the other side is not able to hear you.You need to shout so that other caller can listen and that's not acceptable.",request replacement I post review likely I return take refund good fit ergonomic decent listen music connectivity go intermittently fraction second every receive call person side not able hear need shout caller listen not acceptable
"Product was as expected in terms of sound quality, battery life and overall sound quality.But.......There is no offer actually. The original MRP is Rs 2,499/- only. How can they increase the price to 6k and then quote 2.5k. Indians are not fools!","Product was as expected in terms of sound quality, battery life and overall sound quality.But.......There is no offer actually. The original MRP is Rs 2,499/- only. How can they increase the price to 6k and then quote 2.5k. Indians are not fools!",product expect term sound quality battery life overall sound quality no offer actually original mrp rs increase price k quote k indians not fool
"Amazed to get this airdopes, the voice is crystal clear with bass. Auto connectivity with the device. Must go for this. Battery backup is superb.","Amazed to get this airdopes, the voice is crystal clear with bass. Auto connectivity with the device. Must go for this. Battery backup is superb.",amazed get airdope voice crystal clear bass auto connectivity device must go battery backup superb
"Slightly some drawbacks are there with this eardopes ....main thing is this eardopes getting heavy noise with whoom u are talking with ...and boat is a brand for bass ...but in this Boat  didn't reach u r expectations...read my honest review before u want to buy this product ....and one more thing ...I have purchased this product  yesterday now one ear bud was not working ....I returned this product, NOTE:but everyone expecting ,:if this product is not working or didn't like, u guys are returned this product ...but that option IS not available for this product u can only replace this product with the same .....","Slightly some drawbacks are there with this eardopes ....main thing is this eardopes getting heavy noise with whoom u are talking with ...and boat is a brand for bass ...but in this Boat  didn't reach u r expectations...read my honest review before u want to buy this product ....and one more thing ...I have purchased this product  yesterday now one ear bud was not working ....I returned this product, NOTE:but everyone expecting ,:if this product is not working or didn't like, u guys are returned this product ...but that option IS not available for this product u can only replace this product with the same .....",slightly drawback eardope main thing eardope get heavy noise whoom u talk boat brand bass boat not reach u r expectation read honest review u want buy product one thing I purchase product yesterday one ear bud not work I return product notebut everyone expect product not work not like u guy return product option not available product u replace product
"I recommend not to buy these earpods as these doesn't fit the ears well . That can be only my case even may be not for other ear fitting but it pops out time and again from the ear . And touch is quite irritating as while inserting inside the ear it pauses the song played or other touch features . Moreover voice assistant is just for name it doesn't responds to the command at all , very rearly .","I recommend not to buy these earpods as these doesn't fit the ears well . That can be only my case even may be not for other ear fitting but it pops out time and again from the ear . And touch is quite irritating as while inserting inside the ear it pauses the song played or other touch features . Moreover voice assistant is just for name it doesn't responds to the command at all , very rearly .",I recommend not buy earpod not fit ear well case even may not ear fitting pop time ear touch quite irritate insert inside ear pause song play touch feature moreover voice assistant name not respond command rearly
"After use of 20 days,I buy it name of boAt.But,it's not good as expected.Right side Pod discharge in 15 minutes,also It's not charge properly.i m electronics engineer so I know how to put inside of pod case,So no issue of It's properly put or not.","After use of 20 days,I buy it name of boAt.But,it's not good as expected.Right side Pod discharge in 15 minutes,also It's not charge properly.i m electronics engineer so I know how to put inside of pod case,So no issue of It's properly put or not.",use day I buy name boat not good expected right side pod discharge minute also not charge properly electronics engineer I know put inside pod case no issue properly put not
"Well it is good but don't ever try to compare with Sony, Panasonic etc (accoustic gurus). I am not happy with noise cancellation issue when I use for calling purpose. When you use 'indoor' problem is minimal, but when 'outdoor' problem goes beyond consideration. Next price is too high.","Well it is good but don't ever try to compare with Sony, Panasonic etc (accoustic gurus). I am not happy with noise cancellation issue when I use for calling purpose. When you use 'indoor' problem is minimal, but when 'outdoor' problem goes beyond consideration. Next price is too high.",well good not ever try compare sony panasonic etc accoustic gurus I not happy noise cancellation issue I use call purpose use indoor problem minimal outdoor problem go beyond consideration next price high
"I've bought this about 2 month's back, I found that right bud has cracking noise(disturbance) in 2 days. I requested for exchange but the exchange order was not filled. I called helpline twice,  they raised return request which is still pending(for about 1 month) . Thanks to Amazon for such a great delivery and exchange experience. Now I am referring all my contacts to switch to other RELIABLE platforms. Because we cannot stand with such a great customer service provider.","I've bought this about 2 month's back, I found that right bud has cracking noise(disturbance) in 2 days. I requested for exchange but the exchange order was not filled. I called helpline twice,  they raised return request which is still pending(for about 1 month) . Thanks to Amazon for such a great delivery and exchange experience. Now I am referring all my contacts to switch to other RELIABLE platforms. Because we cannot stand with such a great customer service provider.",I buy month back I find right bud crack noisedisturbance day I request exchange exchange order not fill I call helpline twice raise return request still pendingfor month thank amazon great delivery exchange experience I refer contact switch reliable platform not stand great customer service provider
"The media could not be loaded.
                



 This is very good quality product I also purchase this product I prefer this product and rating this product 5 out of 5 amazing unbelievable product I request you to please trust on boat company and purchase this product and you don't have any issue on this product in maximum 3 years not I also guarantee of the product this product sound quality 5 out of 5 and noise cancellation 5 out of 5 and this product quality is 5 out of 5","The media could not be loaded.
                



 This is very good quality product I also purchase this product I prefer this product and rating this product 5 out of 5 amazing unbelievable product I request you to please trust on boat company and purchase this product and you don't have any issue on this product in maximum 3 years not I also guarantee of the product this product sound quality 5 out of 5 and noise cancellation 5 out of 5 and this product quality is 5 out of 5",medium could not load good quality product I also purchase product I prefer product rate product amazing unbelievable product I request please trust boat company purchase product not issue product maximum year not I also guarantee product product sound quality noise cancellation product quality
Airdopes is awesome some quality is awesome and battery is tooo awesome last long for 12 hrs after single charge of case and airdopes last long for 3 hrs..qyality is premium and grips is also go not fall from ear and call quality is also good caller can hear uh neatly nd clear voice from both side..so dnt think too much just go for it value for money guys..this airdopes is all rounder battery sound call quality and grip to ear is awesome just buy it..dont think  have a good day,Airdopes is awesome some quality is awesome and battery is tooo awesome last long for 12 hrs after single charge of case and airdopes last long for 3 hrs..qyality is premium and grips is also go not fall from ear and call quality is also good caller can hear uh neatly nd clear voice from both side..so dnt think too much just go for it value for money guys..this airdopes is all rounder battery sound call quality and grip to ear is awesome just buy it..dont think  have a good day,airdope awesome quality awesome battery tooo awesome last long hrs single charge case airdope last long hrs qyality premium grip also go not fall ear call quality also good caller hear uh neatly nd clear voice side dnt think much go value money guy airdope rounder battery sound call quality grip ear awesome buy dont think good day
